rank_order,id,name,href,category,category_label,status,language,score,rank,standard_status,improvement_priority,instance_count,benchmark_profile,competitors,required_missing,strong_missing,top_gaps
2846,fertilizer-gambia,Gambia Fertilizer Calculator,/agriculture/fertilizer/gambia,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2847,fertilizer-ghana,Ghana Fertilizer Calculator,/agriculture/fertilizer/ghana,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2848,fertilizer-guinea,Guinea Fertilizer Calculator,/agriculture/fertilizer/guinea,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2849,fertilizer-guinea-bissau,Guinea-Bissau Fertilizer Calculator,/agriculture/fertilizer/guinea-bissau,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2850,fertilizer-kenya,Kenya Fertilizer Calculator,/agriculture/fertilizer/kenya,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2851,fertilizer-lesotho,Lesotho Fertilizer Calculator,/agriculture/fertilizer/lesotho,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2852,fertilizer-liberia,Liberia Fertilizer Calculator,/agriculture/fertilizer/liberia,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2853,fertilizer-libya,Libya Fertilizer Calculator,/agriculture/fertilizer/libya,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2854,fertilizer-madagascar,Madagascar Fertilizer Calculator,/agriculture/fertilizer/madagascar,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2855,fertilizer-malawi,Malawi Fertilizer Calculator,/agriculture/fertilizer/malawi,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2856,fertilizer-mali,Mali Fertilizer Calculator,/agriculture/fertilizer/mali,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2857,fertilizer-mauritania,Mauritania Fertilizer Calculator,/agriculture/fertilizer/mauritania,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2858,fertilizer-mauritius,Mauritius Fertilizer Calculator,/agriculture/fertilizer/mauritius,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2859,fertilizer-morocco,Morocco Fertilizer Calculator,/agriculture/fertilizer/morocco,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2860,fertilizer-mozambique,Mozambique Fertilizer Calculator,/agriculture/fertilizer/mozambique,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2861,fertilizer-namibia,Namibia Fertilizer Calculator,/agriculture/fertilizer/namibia,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2862,fertilizer-niger,Niger Fertilizer Calculator,/agriculture/fertilizer/niger,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2863,fertilizer-nigeria,Nigeria Fertilizer Calculator,/agriculture/fertilizer/nigeria,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2864,fertilizer-rwanda,Rwanda Fertilizer Calculator,/agriculture/fertilizer/rwanda,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2865,fertilizer-senegal,Senegal Fertilizer Calculator,/agriculture/fertilizer/senegal,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2866,fertilizer-seychelles,Seychelles Fertilizer Calculator,/agriculture/fertilizer/seychelles,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2867,fertilizer-sierra-leone,Sierra Leone Fertilizer Calculator,/agriculture/fertilizer/sierra-leone,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2868,fertilizer-somalia,Somalia Fertilizer Calculator,/agriculture/fertilizer/somalia,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2869,fertilizer-south-africa,South Africa Fertilizer Calculator,/agriculture/fertilizer/south-africa,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2870,fertilizer-south-sudan,South Sudan Fertilizer Calculator,/agriculture/fertilizer/south-sudan,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2871,fertilizer-sudan,Sudan Fertilizer Calculator,/agriculture/fertilizer/sudan,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2872,fertilizer-tanzania,Tanzania Fertilizer Calculator,/agriculture/fertilizer/tanzania,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2873,fertilizer-togo,Togo Fertilizer Calculator,/agriculture/fertilizer/togo,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2874,fertilizer-tunisia,Tunisia Fertilizer Calculator,/agriculture/fertilizer/tunisia,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2875,fertilizer-uganda,Uganda Fertilizer Calculator,/agriculture/fertilizer/uganda,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2876,fertilizer-zambia,Zambia Fertilizer Calculator,/agriculture/fertilizer/zambia,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2877,fertilizer-zimbabwe,Zimbabwe Fertilizer Calculator,/agriculture/fertilizer/zimbabwe,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2878,irrigation-egypt,Egypt Irrigation Calculator,/agriculture/irrigation/egypt,agriculture,Agriculture,live,en,95,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; no verification panel
2879,km-paye,Comoros PAYE Calculator,/comoros/km-paye,financial,"Finance, Tax & Market Data",live,en,95,A,competitor-grade,P3-monitor,1,"Tax, salary, finance calculator",Taxngr; TaxCalc.ng; TaxTim; Calc.ke,,businessCta; browserOk,browser smoke not run; high-intent money tool lacks business CTA
2880,comparateur-assurance-sante-fr,Comparateur assurance santé,/fr/tools/comparateur-assurance-sante,insurance,Insurance,live,fr,96,A,competitor-grade,P3-monitor,1,Insurance estimator,insurer quote tools; comparison marketplaces,,browserOk,browser smoke not run; weak commercial metadata
2881,seuil-rentabilite-fr,Calculateur de seuil de rentabilite,/fr/tools/seuil-rentabilite,ecommerce,VAT & Business Tax,live,fr,96,A,competitor-grade,P3-monitor,1,"VAT, invoice, ecommerce calculator",Taxngr; TaxCalc.ng; Zoho Invoice; Wave,,browserOk,browser smoke not run; weak commercial metadata
2882,assurance-auto-fr,Assurance auto,/fr/tools/assurance-auto,insurance,Insurance,live,fr,96,A,competitor-grade,P3-monitor,1,Insurance estimator,insurer quote tools; comparison marketplaces,,browserOk,browser smoke not run; weak commercial metadata
2883,calculateur-engrais-fr,Calculateur d’engrais,/fr/tools/calculateur-engrais,agriculture,Agriculture,live,fr,96,A,competitor-grade,P3-monitor,1,Agriculture and market-data tool,FAO data tools; commodity dashboards; local extension services,,browserOk,browser smoke not run; weak commercial metadata
2884,calculateur-waec-fr,Calculateur WAEC et NECO,/fr/tools/calculateur-waec,education,Education,live,fr,96,A,competitor-grade,P3-monitor,1,Education calculator or guide,school portals; grade calculators; scholarship directories,,browserOk,browser smoke not run; weak commercial metadata
2885,capacite-loyer-fr,Capacité de loyer,/fr/tools/capacite-loyer,legal,Mortgage & Property,live,fr,96,A,competitor-grade,P3-monitor,1,Legal and compliance workflow,LegalZoom; Rocket Lawyer; local regulator portals,,download; saveExport; officialSource; workflowCopy; browserOk,browser smoke not run; weak commercial metadata
2886,comparateur-paiements-fr,Comparateur de paiements B2B,/fr/tools/comparateur-paiements,trade,Trade & Import,live,fr,96,A,competitor-grade,P3-monitor,1,Trade and logistics calculator,DHL calculators; Freightos; customs authority portals,,officialSource; saveExport; businessCta; browserOk,browser smoke not run; weak commercial metadata
2887,generateur-favicon-fr,Générateur de favicon,/fr/tools/generateur-favicon,image-design,Image & Design,live,fr,96,A,competitor-grade,P3-monitor,1,Image and design utility,Canva; Adobe Express; TinyPNG; remove.bg,privacyLocal,browserOk,browser smoke not run; weak commercial metadata; missing benchmark feature: privacyLocal
2888,generateur-uuid-fr,Générateur UUID,/fr/tools/generateur-uuid,developer,Developer Tools,live,fr,96,A,competitor-grade,P3-monitor,1,Developer utility,JSONLint; Regex101; Code Beautify; MDN examples,,browserOk,browser smoke not run; weak commercial metadata
2889,impact-fx-import-fr,Impact FX import,/fr/tools/impact-fx-import,trade,Trade & Import,live,fr,96,A,competitor-grade,P3-monitor,1,Trade and logistics calculator,DHL calculators; Freightos; customs authority portals,,browserOk,browser smoke not run; weak commercial metadata
2890,traducteur-haoussa-fr,Traducteur haoussa,/fr/tools/traducteur-haoussa,language,Language & Translation,live,fr,96,A,competitor-grade,P3-monitor,1,Language and translation utility,Google Translate; DeepL; local phrasebook sites,,browserOk,browser smoke not run; weak commercial metadata
2891,assurance-vie-fr,Assurance vie,/fr/tools/assurance-vie,insurance,Insurance,live,fr,96,A,competitor-grade,P3-monitor,1,Insurance estimator,insurer quote tools; comparison marketplaces,,browserOk,browser smoke not run; weak commercial metadata
2892,cout-hospitalier-fr,Coût hospitalier,/fr/tools/cout-hospitalier,health,Health & Wellness,live,fr,96,A,competitor-grade,P3-monitor,1,Health and wellness estimator,WebMD calculators; NHS tools; Mayo Clinic references,,privacyLocal; browserOk,browser smoke not run; weak commercial metadata
2893,generateur-contrat-fr,Générateur de contrat,/fr/tools/generateur-contrat,legal,Mortgage & Property,live,fr,96,A,competitor-grade,P3-monitor,1,Legal and compliance workflow,LegalZoom; Rocket Lawyer; local regulator portals,,officialSource; browserOk,browser smoke not run; weak commercial metadata
2894,generateur-hash-fr,Generateur de hash,/fr/tools/generateur-hash,developer,Developer Tools,live,fr,96,A,competitor-grade,P3-monitor,1,Developer utility,JSONLint; Regex101; Code Beautify; MDN examples,,browserOk,browser smoke not run; weak commercial metadata
2895,traducteur-amharique-fr,Traducteur amharique,/fr/tools/traducteur-amharique,language,Language & Translation,live,fr,96,A,competitor-grade,P3-monitor,1,Language and translation utility,Google Translate; DeepL; local phrasebook sites,,browserOk,browser smoke not run; weak commercial metadata
2896,traducteur-igbo-fr,Traducteur igbo,/fr/tools/traducteur-igbo,language,Language & Translation,live,fr,96,A,competitor-grade,P3-monitor,1,Language and translation utility,Google Translate; DeepL; local phrasebook sites,,browserOk,browser smoke not run; weak commercial metadata
2897,contrat-travail-fr,Contrat de travail,/fr/tools/contrat-travail,legal,Mortgage & Property,live,fr,96,A,competitor-grade,P3-monitor,1,Legal and compliance workflow,LegalZoom; Rocket Lawyer; local regulator portals,,officialSource; workflowCopy; browserOk,browser smoke not run; weak commercial metadata
2898,generateur-robots-txt-fr,Générateur robots.txt,/fr/tools/generateur-robots-txt,developer,Developer Tools,live,fr,96,A,competitor-grade,P3-monitor,1,Developer utility,JSONLint; Regex101; Code Beautify; MDN examples,,browserOk,browser smoke not run; weak commercial metadata
